Source,Summary sentence,Factoids
,ACM placement rules ensure CNFs are deployed to appropriate clusters based on location and capacity policies.,"""ACM placement rules ensure CNFs are deployed to appropriate clusters"",
""CNFs deployed to appropriate clusters are based on location policies"",
""CNFs deployed to appropriate clusters are based on capacity policies"""
,"Network fabric layers include hub management, inter-cluster connectivity, and RAN access paths.","""Network fabric layers include hub management"",
""Network fabric layers include inter-cluster connectivity"",
""Network fabric layers include RAN access paths"""
,"UPF selection is determined by SMF via NRF lookup using DNN, TAC, and cell_id metadata.","""UPF selection is determined by SMF"",
""UPF selection is done via NRF lookup"",
""NRF lookup uses DNN metadata"",
""NRF lookup uses TAC metadata"",
""NRF lookup uses cell_id metadata"""
,"Partial edge deployment supports only UPF instances, while fully distributed bundles include SMF+UPF CNFs in remote sites.","""Partial edge deployment supports only UPF instances"",
""Fully distributed bundles include SMF CNFs in remote sites"",
""Fully distributed bundles include UPF CNFs in remote sites"""
,Service mesh federation allows secure cross-cluster communication and traffic splitting across hub and edge.,"""Service mesh federation allows secure cross-cluster communication"",
""Service mesh federation allows traffic splitting across hub and edge"""
,Observability fabric leverages centralized policy enforcement across all distributed edge clusters.,"""Observability fabric leverages centralized policy enforcement"",
""Centralized policy enforcement applies across distributed edge clusters"""
,"Initial 5G deployments use NSA (RAN on 5G, control on 4G EPC); evolution to fully standalone (SA) core follows in later phases","""Initial 5G deployments use NSA"",
""NSA combines RAN on 5G and control on 4G EPC"",
""Evolution to fully standalone (SA) core follows in later phases"","
,"Stateless design externalizes NF state to UDSF-likes stores, enabling resilience and container-based scalability.","""Stateless design externalizes NF state to UDSF-like stores"",
""Externalizing NF state to UDSF-like stores enables resilience"",
""Externalizing NF state to UDSF-like stores enables container-based scalability"""
,"DevOps automation (CodePipeline, CloudFormation) allows NF operators to treat infrastructure as code, enabling reproducible, version-controlled deployments at scale.","""DevOps automation (CodePipeline, CloudFormation) allows NF operators to treat infrastructure as code"",
""Treating infrastructure as code enables reproducible deployments at scale"",
""Treating infrastructure as code enables version-controlled deployments"""
,"UPF deployment may be hardware-based or virtualized; choice depends on SLA, performance needs, and vendor maturity.","""UPF deployment may be hardware-based"",
""UPF deployment may be virtualized"",
""Choice of deployment depends on SLA"",
""Choice of deployment depends on performance needs"",
""Choice of deployment depends on vendor maturity"""
,Hardware UPF suits high-performance needs; virtualized UPF aids flexibility and geo-distribution.,"""UPF deployment may be hardware-based"",
""UPF deployment may be virtualized"",
""Choice of deployment depends on SLA"",
""Choice of deployment depends on performance needs"",
""Choice of deployment depends on vendor maturity"",
""Hardware UPF suits high-performance needs"",
""Virtualized UPF aids flexibility"",
""Virtualized UPF aids geo-distribution"""
,UPF steers traffic at edge using standardized APIs to route flows toward local or cloud-hosted applications.,"""UPF steers traffic at edge"",
""UPF uses standardized APIs"",
""Standardized APIs route flows toward local applications"",
""Standardized APIs route flows toward cloud-hosted applications"""
,Edge IaaS platforms host VMs and containers managed by OpenStack and other platforms.,"""Edge IaaS platforms host VMs"",
""Edge IaaS platforms host containers"",
""VMs are managed by OpenStack"",
""Containers are managed by OpenStack"",
""VMs are managed by other platforms"",
""Containers are managed by other platforms"""
,"Edge PaaS layers provide networking, RNIS, location, user identity, firewall, DNS, and load balancing services.","""Edge PaaS layers provide networking services"",
""Edge PaaS layers provide RNIS services"",
""Edge PaaS layers provide location services"",
""Edge PaaS layers provide user identity services"",
""Edge PaaS layers provide firewall services"",
""Edge PaaS layers provide DNS services"",
""Edge PaaS layers provide load balancing services"""
,"An orchestrator deploys NFs and applications based on service requirements, policies, and resource templates mapped to location.","Orchestrator deploys NFs and applications
Deployment is based on service requirements
Deployment is based on policies
Deployment is based on resource templates mapped to location"
,"Traffic steering APIs allow flow decisions to be made dynamically per application context (e.g., video, IoT).","Tr""affic steering APIs allow dynamic flow decisions per application context"",
D""ynamic flow decisions are made per application context"",
A""pplication contexts include video"",
""Application contexts include IoT"""
,Cisco UPF implements 1:1 Active/Standby redundancy via SRP with ICSR-based state sync.,"""Cisco UPF implements 1:1 Active/Standby redundancy"",
""1:1 Active/Standby redundancy uses SRP"",
""SRP performs ICSR-based state synchronization"""
,"Standby UPF assumes the same Sx/N4 address during switchover, making the transition transparent to the SMF","""Standby UPF assumes the same Sx/N4 address during switchover"",
""Assuming the same Sx/N4 address during switchover makes the transition transparent to the SMF"""
,Sx/N4 control-plane heartbeat monitoring with BFD triggers fast UPF switchover in failure events.,"""Sx/N4 control-plane heartbeat monitoring with BFD triggers fast UPF switchover"",
""Fast UPF switchover occurs in failure events"""
,Active UPF replicates IP-pool and session context to Standby during Sx/N4 association and checkpoint cycles.,"""Active UPF replicates IP-pool to Standby UPF"",
""Active UPF replicates session context to Standby UPF"",
""Replication occurs during Sx/N4 association"",
""Replication occurs during checkpoint cycles"""
,VPP health and BGP monitoring are integrated into SRP for multi-layered UPF redundancy triggering.,"""Standby UPF starts in ‘Pending-Active’"",
""Standby UPF transitions out of ‘Pending-Active’ after SRP elections"",
""Standby UPF transitions out of ‘Pending-Active’ after manual timeout configurations"",
""SRP elections and manual timeout configurations finalize switchover"""
,"Manual CLI controls (e.g., srp reset-sx-fail) allow operators to override automatic failover conditions.","""VPP health is integrated into SRP"",
""BGP monitoring is integrated into SRP"",
""Integration into SRP enables multi-layered UPF redundancy triggering"",
""Multi-layered UPF redundancy triggering relies on SRP"""
,SMF is unaware of standby UPF and always interacts with the active endpoint via stable Sx/N4 address.,"""SMF is unaware of standby UPF"",
""SMF interacts with active UPF endpoint"",
""Interaction occurs via stable Sx/N4 address"""
,SRP Active/Standby redundancy is supported without dual-active scenarios due to address takeover and heartbeat control.,"""SRP Active/Standby redundancy is supported without dual-active scenarios"",
""SRP Active/Standby redundancy relies on address takeover"",
""SRP Active/Standby redundancy relies on heartbeat control"""
,Proper timing between SMF heartbeat and UPF SRP timeout is crucial to avoid false session drop detection.,"""SMF heartbeat must be timed appropriately relative to UPF SRP timeout"",
""Proper timing between SMF heartbeat and UPF SRP timeout is crucial to avoid false session drop detection"""
,"An NF Set groups interchangeable NF instances of the same type (e.g., AMF, SMF), enabling shared context and failover capability.","""NF Set groups interchangeable NF instances of the same type"",
""Interchangeable NF instances of the same type include AMF"",
""Interchangeable NF instances of the same type include SMF"",
Grouping by NF Set enables shared context"",
""Grouping by NF Set enables failover capability"""
,NF Sets support geo-redundancy via distributed instances and externalized session state.,"""NF Sets support geo-redundancy"",
""Geo-redundancy is achieved via distributed instances"",
""Geo-redundancy is achieved via externalized session state"""
,"Stateless NFs in an NF Set externalize their state to UDSF, enabling context retrieval by any instance.","""Stateless NFs in an NF Set externalize state to UDSF"",
""Externalizing state to UDSF enables context retrieval by any instance"""
,"NF instances in a set can have different software versions, enabling seamless rolling upgrades.","""NF instances in an NF Set can have different software versions"",
""Different software versions enable seamless rolling upgrades"""
,"NF Set uses N+M redundancy, reducing overprovisioning while enabling fast failover.","""NF Set uses N+M redundancy"",
""N+M redundancy reduces overprovisioning"",
""N+M redundancy enables fast failover"""
,Context-sharing in NF Sets prevents signaling storms by avoiding re-registration during failover.,"""Context-sharing in NF Sets prevents signaling storms"",
""Context-sharing in NF Sets avoids re-registration during failover"",
""Avoiding re-registration during failover prevents signaling storms"""
,"An NF Set presents a single virtual interface (e.g., anycast IP) to clients despite multiple active instances","""NF Set presents single virtual interface (e.g., anycast IP)"",
""Single virtual interface (e.g., anycast IP) is presented to clients"""
,Disjoint UPF deployment with dual PDU sessions increases end‑to‑end availability by enabling parallel user‑plane paths,"""Disjoint UPF deployment with dual PDU sessions increases end-to-end availability"",
""End-to-end availability is increased by enabling parallel user-plane paths"""
,"Dual‑connectivity through two separate gNBs allows simultaneous data flows to distinct UPFs, forming a redundant user‑plane chain.","""Dual-connectivity occurs through two separate gNBs"",
""Dual-connectivity allows simultaneous data flows"",
""Simultaneous data flows go to distinct UPFs"",
""Simultaneous data flows form a redundant user-plane chain"""
